Date,Tweets
2022-10-13 11:58:25+00:00,Bisa kali kita resepsi dulu sebelum resesi xixixi
2022-10-13 11:57:00+00:00,"baru skripsian aja udh stress gini, gimana ntar nyari kerja, dapet kerja, planning mau nikah, pas nikah, pas mau keluarga, mikirin biaya anak, biaya istri, rumah, keluarga, mana 2023 resesi, pas bgt gua lulus cari kerja. eh tp gua 2023 lulus ga ya SEMOGA AJA lulus ya allah"
2022-10-13 11:55:06+00:00,"Resesi 2023 Menghantui Dunia, Apa yang Harus Kita Lakukan? https://t.co/QomKPIKAfT"
2022-10-13 11:53:42+00:00,"Akhir akhir ini lagi musim bahas Resesi 2023 yang berpotensi meningkatnya inflasi. 

Banyak yang bilang Indonesia itu negara resilient, gue sangat setuju, tapi tergantung lagi kebijakan pemerintah yang akan menentukan dan tidak mementingkan kepentingan pribadi."
2022-10-13 11:52:26+00:00,Kalo orang-orang kebanyakan kelakuannya kek saya ya negara ini jelas resesi sih 🙏
2022-10-13 11:52:15+00:00,"@SEOYEON00s Topik pembicaraan kita kali ini, resesi"
2022-10-13 11:51:30+00:00,Ga siap buat resesi karena belum ada pasangannya
2022-10-13 11:50:22+00:00,"@txtdrpemerintah Kalau emang resesi mengharuskan rakyat makan makanan yg disebutkan diatas, ya tolong bahan bahannya beli dari petani langsung, jangan malah impor, ya sama aja kalau impor😌"
2022-10-13 11:49:47+00:00,Resesi mulai terasa dari berkurangnya volume jenis investasi trtntu🤔🤔
2022-10-13 11:49:21+00:00,"Gausah khawatir kalo katanya tahun depan resesi. Khawatir tuh kalo musim ujan, sepatumu kotor, tapi belum cuci di KOYSON"
2022-10-13 11:48:28+00:00,"Menteri BUMN Erick Thohir optimistis Indonesia tidak alami resesi 2023. Indonesia akan terus tumbuh di kisaran 5% sampai 2045. Indonesia akan memposisikan diri menjadi negara ekonomi terbesar di dunia.

@erickthohir 
#BangkitBersamaET https://t.co/qxa6zTkGHB"
2022-10-13 11:48:20+00:00,After Resesi semoga investasiku bisa geser duit duit orang kaya masuk ke rekeningku. 🤲Amin
2022-10-13 11:47:12+00:00,Takut kena dampak resesi tuh sebenernya karena pas menghadapi ini udah dewasa udah ngerti semuanya. Jadi lebih ke gak siap aja melalui kehidupan dewasa yang semakin sulit nantinya
2022-10-13 11:44:28+00:00,ANCAMAN RESESI GLOBAL MAKIN KUAT. HARUSNYA PERSATUAN YANG DIKUATKAN BUKAN SEBALIKNYA https://t.co/Er5d7qINAE
2022-10-13 11:43:40+00:00,"Minggu lalu CFO tiba-tiba ngelempar pertanyaan pas di ruangan divisi, ""Tahun ini nabung yang banyak, investasi sesuaikan rasio pendapatan dulu aja. Kalau tahun depan jadi resesi, sebagian tabungannya coba dialokasikan ke pasar tertentu."""
2022-10-13 11:43:33+00:00,"Setelah lihat dan denger soal resesi taun depan, bener2 ngerem buat beli ""WANTS"". Dan mulai mikir buat nyiapin dana darurat.

Dan ya.... udah telat sebenernya. Karena ""NEEDS"" gue dari awal kerja sampe sekarang ga habis-habis :')"
2022-10-13 11:43:14+00:00,@revolutia saling mengamankan diri menjelang resesi tahun depan
2022-10-13 11:42:59+00:00,"Soal Resesi Ekonomi Tahun 2023, Raymond Chin: Mungkin Lebih Parah dari Perang Dunia II https://t.co/O1hTxvPjy5"
2022-10-13 11:42:11+00:00,Erick yakin Indonesia akan tetap tumbuh di tengah tantangan geopolitik global dan ancaman resesi. https://t.co/7FYEDoTyD0
2022-10-13 11:42:09+00:00,"@aristifanniy Bondo Urip
Kebutuhan dasar hidup yg makin lama makin mahal, 
Akibat tingginya nilai inflasi &amp; semakin melemahnya rupiah thd dollar

Belum lagi ancaman resesi di tahun depan.

Kalau Lifestyle aku no comment, hehehe...."
2022-10-13 11:40:59+00:00,"@qorygore kalo rumah kosong cocok untuk anak senja menikmati sore dengan kopi sambil membayangkan ""ingin jadi apa kami di zaman resesi ?"""
2022-10-13 11:40:47+00:00,"Kalo 2023 resesi, terpaksa mundur lagi jadwal liburan ku 🥲"
2022-10-13 11:40:19+00:00,Issuenya tahun depan bakalan resesi
2022-10-13 11:38:49+00:00,Bingung resesi malah dapet tawaran kartu kredit langsung 3 bank 💀
2022-10-13 11:37:00+00:00,"Padahal udah terpaksa untuk terbiasa nabung 2 tahun terakhir ini. Apalagi sekarang ada yg tukang marahin kl terlalu boros, jadi agak hemat. Tapi berita2 resesi tahun depan itu tetep aja bikin was was."
2022-10-13 11:34:51+00:00,Ampun ampun sinyal resesi semaken nyata atutttt
2022-10-13 11:34:48+00:00,"ngeri nih podcast om ded bahas resesi,

spend money kencangkan ikat pinggang
beli ikat pinggang baru"
2022-10-13 11:31:23+00:00,"Di medsos ga bakal Ada yang namanya krisis global, ga ada yang namanya resesi, ga ada yg namanya Dunia akan gelap tahun 2023... Tapi yang ada hanya happy n party,  have fun for all of u...."
2022-10-13 11:31:00+00:00,Ini taon depan heboh mo resesi tp gue malah kawin tu gimane wkwk amin aman lancar jaya 🤲
2022-10-13 11:30:22+00:00,jdikan resesi sebagai semangatmu untuk kaya teman
2022-10-13 11:28:42+00:00,"Erick Thohir menyarakan agar mal bisa bertranformasi mengingat banyak pihak yang meramal bahwa ekonomi global akan suram. Meski demikian, Erick yakin Indonesia akan tetap tumbuh di tengah tantangan geopolitik global dan ancaman resesi. ^ #Money

https://t.co/GH6wn99yJl"
2022-10-13 11:28:14+00:00,"@txtdrpemerintah Ini konteksnya resesi kah?
Kalau iya, bagi gw masuk akal karena negara negara yg ketergantungan dari ukraina yang punya gandum melimpah dan rusia yang megang gas ditanah eropa tahun depan resesinya parah sih. Indonesia kena resesi juga tpi gak separah negara lain karena pangan..."
2022-10-13 11:27:40+00:00,Ancaman Resesi Ekonomi 2023 Jangan Sampai Ganggu Pemilu 2024 https://t.co/qj8jRtXWNj
2022-10-13 11:26:49+00:00,"Indonesia masuk resesi di 2023?
Gambaran diorang awam. Yang keliatan skrg aja,PHK massal,pemotongan gaji karyawan.
Dan daya beli masyarakat menurun. Nasib yg di phk makin bingung. Mau buka usaha tapi daya beli masyarakat kurang.
Semoga lekas membaik dunia ini"
2022-10-13 11:26:09+00:00,"Hallo, teman-teman semua yang berdomisili di Manado!

Himpunan Mahasiswa Islam Cabang Manado Komisariat Ekonomi dan Students For Liberty akan mengadakan diskusi yang bertema ""Menggali Asal-Usul Resesi” https://t.co/z5LALCnhsb"
2022-10-13 11:25:43+00:00,"@dwanugrah @sbyfess kita kasih opsi bantuan rasional dulu, jangan main ngasi pinjem. deket resesi kalau ngasal ga ngatur keuangan kasian sendernya😭

ini anak jelas hedon tapi tak berduit, atau tagihan sopipaynya dah meleduk"
2022-10-13 11:25:13+00:00,"Yanga katanya mau resesi..
Apa sih.."
2022-10-13 11:25:11+00:00,"❗PERINGATAN❗

Resesi ini juga dibarengin sama inflasi, jadi ada kemungkinan nilai cash bakal turun. Solusinya adalah dgn diversifikasi aset ke beberapa instrumen, biar nilai asetnya tetep terjaga"
2022-10-13 11:25:10+00:00,"❓Apa sih Cash is the King?

Secara harfiah yaa uang = raja. 

Ini adalah kondisi ketika kita megang uang secara tunai. Uang ini sifatnya likuid dan gampang buat dikelola, jadi lebih aman dipake ketika ancaman resesi ini ada"
2022-10-13 11:25:09+00:00,"Belakangan ini lagi rame soal resesi nih. Presiden Jokowi dan Ibu Sri Mulyani pun sampe ngingetin ngerinya krisis perekonomian dunia mulai tahun 2023.

Kondisi gak stabilnya keuangan ini bikin orang-orang cari cara buat tetep jaga aset mereka, salah satunya Cash in the King👑"
2022-10-13 11:25:08+00:00,"Hai, sohiBULL Assmore!

Gawat banget nih, resesi dan inflasi udah semakin di depan🥲 

Panik mah pasti, tapi Mimin punya salah satu cara buat menanggulanginya nih, yaitu Cash is the King! https://t.co/Rr7nvvMplK"
2022-10-13 11:24:31+00:00,@melumpuhkan Antisipasi resesi ga sih
2022-10-13 11:23:07+00:00,Lah emang bener ya tahun 2023 mau ada resesi? Bukannya dari kapan tahun pemerintah kita itu udah rese si?
2022-10-13 11:23:05+00:00,"Work! Tabungan udh ckup buat 18x pengeluaran bulanan. Tp ga diijinin ortu pas blg mw traveling yg abisin biaya 4x pengeluaran bulanan krna mau resesi. Jd disuruh sabar dlu aja. Emg bnr ada wktu, ada uang, ad energi, blm tntu ada kesempatannya. 🙃"
2022-10-13 11:21:43+00:00,Baca baca berita ttg resesi 2023 kenapa jadi tambah takut ya. Semenakutkan apa si gais
2022-10-13 11:19:26+00:00,2023 resesi global? Sudah siap?
2022-10-13 11:18:55+00:00,"Sebagai calon freshgrad ngedenger resesi 2023 tuh aga bikin ovt. Apapun itu, mudahkan ya Allah segala ingin dan pencapaian.."
2022-10-13 11:17:11+00:00,ini kenapa banyak yang bilang kalo tahun 2023 akan terjadi resesi? emang siapa yang mau kawin sih?
2022-10-13 11:16:56+00:00,resesi tapi kok financial service untung ya
2022-10-13 11:16:05+00:00,"kalo berhasil ngelewati resesi taun 2023, aku pengen langsung nikah aja deh"
2022-10-13 11:13:44+00:00,"Resesi...kekurangan pangan tahun depan... Apakah ""D"" segera muncul? 😥"
2022-10-13 11:13:08+00:00,Berita berita resesi + facts about layoffs dri beberapa teman kantor yg ada di kantor2 lain jujur si bikin dagdigdug 😭😭😭😭
2022-10-13 11:10:14+00:00,Chief Investment Officer Bank DBS Hou Wey Fook memperkirakan ancaman resesi ekonomi dunia di tahun 2023 bersifat sementara. https://t.co/XehXe9VhT8
2022-10-13 11:09:43+00:00,"Di Tengah Ancaman Resesi, Kenaikan Dana Parpol Kian Tinggi https://t.co/82VU7d2wff"
2022-10-13 11:09:43+00:00,"@convomfs Sorry, Pak Jokowi udah pusing mikirin resesi ke depan."
2022-10-13 11:07:21+00:00,"Habis baca2 tentang resesi, jadi takut kalo beneran kena dampaknya. Tapi sebenernya hidup hamba udah resesi sejak lahir sih, jadi mungkin biasa aja nantinya hahaha"
2022-10-13 11:06:10+00:00,"Selamat sore semuanya, semoga dalam keadaan yang baik dan bahagia, tetap semangat, siapkan dirimu antisipasi resesi 2023 #kitapastisukses https://t.co/RgIsr0xExH"
2022-10-13 11:01:47+00:00,"@TommyAlan2 @evimsofian di proses perubahan besar ini tu ya memang saat saat yg bisa dibilang gelap.Resesi ekonomi 2023 yg kemungkinan berlangsung lama,makin populernya pemimpin negara yg cenderung authoritarian, negara yg makin jadi policed state. Gimana ga kena mental..but it can't rain all the time"
2022-10-13 11:01:42+00:00,WOI 2033 KEMUNGKINAN RESESI????!!
2022-10-13 11:00:36+00:00,btul....resesi ama inflasi emg gila banget
2022-10-13 10:59:53+00:00,resesi seserem itu?
2022-10-13 10:59:23+00:00,"umur 20an ini diwarnai dg krisis iklim, covid, inflasi, bbm naik, dan resesi global~"
2022-10-13 10:59:13+00:00,ak skrg lebih kedua karena ada wacana indonesia resesi🙏🏽
2022-10-13 10:56:38+00:00,"Lepas Pandemi, Sanggupkah UMKM Hadapi Resesi? https://t.co/iV2as5OamF"
2022-10-13 10:50:00+00:00,"Pakar Hukum Tata Negara: Resesi Tak Boleh Jadi Alasan Tunda Pemilu 2024
https://t.co/51IifzGIqF"
2022-10-13 10:48:33+00:00,Fck resesi resesa resasu w cmn pgn dpt full time😭
2022-10-13 10:48:14+00:00,Indonesia masih aman dengan adanya resesi selama angkringan d pinggir jalan masih berbaris rapi #malamjumat
2022-10-13 10:45:24+00:00,@kindadel Wkwkwk tapi yakinlah ini lagi pada resesi  pasti gak nentu
2022-10-13 10:45:11+00:00,@convomf oh inikah yg dimaksud resesi ekonomi
2022-10-13 10:45:00+00:00,"""Minimal sudah diingatkan agar kita, pemerintah siap-siap dalam menghadapi gelombang resesi ekonomi global. Dengan adanya peringatan yang disampaikan SBY, potensi krisis terhadap Indonesia dapat diminimaliasasi sejak dini.""

Sartono Hutomo
Anggota Fraksi Partai Demokrat DPR RI https://t.co/YOBVeISk4r"
2022-10-13 10:44:41+00:00,Resesi semakin dekat
2022-10-13 10:44:25+00:00,itung2 untuk persiapan resesi global
2022-10-13 10:43:41+00:00,"Gak nyangka patah hati di sore2 menjelang maghrib di saat lagi cari tahu soal resesi….

Pengen nenggak kecap seliter rasanya 😭"
2022-10-13 10:43:38+00:00,Bank DBS memprediksi resesi ekonomi dunia di tahun 2023 tidak akan bertahan lama. https://t.co/ndjIjydvXd
2022-10-13 10:43:33+00:00,"Habis pandemi, menuju endemi, 2023 terbitlah resesi, beneran gak dikasih nafas deh, badai covid skrg badai ekonomi."
2022-10-13 10:43:13+00:00,"Issue resesi ekonomi yg akan terjadi akibat dari kenaikan suku bunga acuan yang dibuat oleh seluruh bank sentral di dunia, berimbas kepada perekonomian secara keseluruhan. Namun, masih adakah yg akan berinvestasi?

#investasi #sukubunga
https://t.co/ecINmLJZFP"
2022-10-13 10:42:47+00:00,Resesi 2023 https://t.co/y4LB7KjlQj
2022-10-13 10:42:04+00:00,Bisnis Pengapalan Terancam Anjlok Akibat Resesi Global https://t.co/BuRgioii9l
2022-10-13 10:41:18+00:00,"Kamu para fresh graduate yang ketar-ketir untuk mencari kerja, wajib ikut d'Mentor kali ini yang akan bahas kiat-kiat untuk bertarung dalam memperoleh pekerjaan dalam situasi anomali, resesi. Ikuti selengkapnya di sini! https://t.co/c2bMRpqgpv"
2022-10-13 10:41:10+00:00,"yg udah siap siap resesi, nanti pada mau pake baju apa?"
2022-10-13 10:41:08+00:00,"@pohoncabeee 2023 gelap, ekonomi dunia resesi. Mending cari duit buat dana darurat 😂🤘"
2022-10-13 10:40:17+00:00,siap siap resesi nabung tiap hari https://t.co/2bGpngibRa
2022-10-13 10:39:00+00:00,"Reses, Resesi, Resesi... Bursa Eropa Merah Lagi! https://t.co/NLjtpZky8c"
2022-10-13 10:37:28+00:00,@SukaJCool Kamu udah nyiapin apa aja menjelang resesi tahun depan?
2022-10-13 10:35:53+00:00,Indonesia siap hadapi Resesi https://t.co/w19QgMnyfJ
2022-10-13 10:35:46+00:00,resesi resesi bangsat lah
2022-10-13 10:35:33+00:00,Indonesia siap hadapi Resesi https://t.co/cRBKF9nBja
2022-10-13 10:35:25+00:00,Indonesia siap hadapi Resesi https://t.co/Bsh2CV7Gva
2022-10-13 10:34:50+00:00,Indonesia siap hadapi Resesi https://t.co/HtbGy7S50A
2022-10-13 10:34:47+00:00,Indonesia siap hadapi Resesi https://t.co/egjdm1vIZx
2022-10-13 10:34:44+00:00,Indonesia siap hadapi Resesi https://t.co/KcrFnQ9BLp
2022-10-13 10:34:42+00:00,Indonesia siap hadapi Resesi https://t.co/T4fd4LbR2U
2022-10-13 10:34:39+00:00,Indonesia siap hadapi Resesi https://t.co/3ZA3E3mLmI
2022-10-13 10:34:37+00:00,Indonesia siap hadapi Resesi https://t.co/mcn1Jv7Ii8
2022-10-13 10:34:34+00:00,Indonesia siap hadapi Resesi https://t.co/vnDI67D5Jp
2022-10-13 10:34:00+00:00,tahun depan katanya bakalan resesi global. kaum bergaji UMR harus mempersiapkan apa? bingung 🥲
2022-10-13 10:33:01+00:00,@prastow Jaman dulu jg dipuja puji pak...eh hasil nya 98 &amp; resesi ekonomi....doohhh
2022-10-13 10:31:57+00:00,"Menteri BUMN @erickthohir memastikan Indonesia tidak akan terkena resesi pada 2023.
Erick Thohir optimistis, dari berbagai data indikator ekonomi yang ada, ekonomi Indonesia akan terus tumbuh di kisaran 5&amp; sampai 2045 &amp; menjadi negara ekonomi terbesar di dunia.
#BangkitBersamaET https://t.co/FIduEbwQUp"
2022-10-13 10:31:31+00:00,"@profesor_saham Ada koin yg harus di avg , mana tambah resesi apa itu wd only depo 🤣🤣🤣"
2022-10-13 10:31:18+00:00,"GELOMBANG PHK KEMBALI MENERPA INDONESIA, Ambang Resesi? https://t.co/uhifNpx5Ym"
2022-10-13 10:30:39+00:00,"Katanya, keadaan ekonomi sedang tidak baik-baik saja ya? Apalagi, ada kabar mau terjadi resesi.

Buat yang belum mempersiapkan dana darurat, nggak ada salahnya untuk memulai dari sekarang👍

Karena ke depannya kita nggak tahu akan ada apa, lebih baik sedia payung sebelum hujan.😊 https://t.co/CqQeceHQv2"
2022-10-13 10:30:30+00:00,"Hadapi Ancaman Resesi, Luhut Imbau Masyarakat Tanam Cabai dan Sayur di Rumah
https://t.co/fJ8d1tFf5J"
2022-10-13 10:28:46+00:00,"Pulang dari nongkrong langsung kepikiran ""2023 resesi aku jadi apa ya?"""
2022-10-13 10:28:28+00:00,"@NIRATMAKA Resesi anjir, gua sedang memikirkan harus metik duit di pohon mana..."
2022-10-13 10:28:24+00:00,"awalnya mau ngga kepikiran resesi taun depan tapi kok kalo dipikir rejeki memang ada terus tapi pengeluaran juga nambah terus ya? 
eh tapi bukankah memang seperti itu hidup ini berjalan? https://t.co/dDh75VZvXP"
2022-10-13 10:27:03+00:00,@datanesia_id @KemenkeuRI @PerekonomianRI Yakin kita bakal bisa melewati semua tantangan resesi global
2022-10-13 10:26:02+00:00,Bank DBS Prediksi Resesi Ekonomi Dunia Tidak Bertahan Lama https://t.co/e88aCZbeTO
2022-10-13 10:25:00+00:00,"Satu buntu, cari jalan yg lain 
Bukan malah diem nunggu ada org yg bukain jalan 😊
Tahun depan udh mau resesi masak mikirnya masi ngga bisa kreatif sii gaiiss,"
2022-10-13 10:23:11+00:00,"Bisnis Online Bakal Hancur, Ini 3 Tips Hadapi Resesi 2023 Bagi Para Penjual Online, Jangan Khawatir!
https://t.co/EUcprsyMG3"
2022-10-13 10:22:49+00:00,AWOKAWOKAWOK BENTAR LAGI BANGET YAAAAAAAA. Alhamdulillah hihi aku excited ama spam konsermu. W lagi pusing persiapn resesi 2023 lol
2022-10-13 10:22:03+00:00,"Selain Terapkan Tips Hemat, Lakukan 4 Hal Ini untuk Amankan Keuangan saat Resesi https://t.co/oUeqWmAVOM"
2022-10-13 10:19:03+00:00,"@gmltmddl_ klo panik2 bgt juga kek mlh jd bnyak khawatir sm sesuatu yg blom jelas gasih, 

oh iyakah? aku blom nyelem lbh jauh sih soal resesi ini"
2022-10-13 10:16:15+00:00,Pemerintah siapkan strategi yang luar biasa untuk resesi global tahun depan. Lampung #JokowiBangunIndonesiaLebihBaik #JokowiPresidenku #JokowiBapakInfrastruktur #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #NKRIMajuBersamaJokowi https://t.co/RedT7lcjxa
2022-10-13 10:15:34+00:00,"Dipimpin Indonesia, ASEAN Sepakati 3 PED Hadapi Badai Besar Resesi  https://t.co/DWrheKmgWM #NASIONAL https://t.co/Mpa5cBHyur"
2022-10-13 10:12:58+00:00,"Resesi Mengancam, Muzani Ingatkan Jangan Terlena Dengan Pujian IMF. Menurutnya ancaman resesi dan perang nuklir saat ini harus disikapi dengan cermat, karena implikasi perang Rusia-Ukraina saat ini sudah melanda negara-negara Eropa Barat. [...]

 https://t.co/alObHun8cP"
2022-10-13 10:12:56+00:00,"@UyokBack Ancaman resesi dan sinyal kelesuan ekonomi global semakin menguat, bahkan banyak Bank Sentral merespons dengan menaikkan suku bunga acuan guna menahan laju inflasi. Menghadapi situasi ini, negara-negara berkembang perlu mewaspadai pembalikan arus modal ke negara-negara maju."
2022-10-13 10:12:16+00:00,"Persiapan resesi: semua orang kencangkan ikat pinggang dan membatasi konsumsi &gt; perputaran uang menurun &gt; performa perusahan menurun &gt; lay off &gt; makin banyak orang-orang yang mengurangi konsumsi &gt; resesi.

Recession fears could become a self fulfilling prophecy? 🤯"
2022-10-13 10:11:56+00:00,"Abang2an mau nyerok makanya di iklan in terus resesi, gue yakin sebaliknya sih."
2022-10-13 10:09:53+00:00,"Hadapi Ancaman Resesi, Kadin Bandung Genjot Ekosistem Aset Digital | Republika Online #bitcoin #kripto https://t.co/zn3xikssKa"
2022-10-13 10:09:07+00:00,"#Repost @atr_bpn 
Gencaran proyeksi ekonomi dunia akan mengalami resesi pada tahun 2023, yang diakibatkan oleh adanya Covid-19 dan lonjakan inflasi sebagai dampak dari konflik Rusia-Ukraina, mengharuskan setiap sektor mengambil peran. Begitu pula dengan Kementerian Agraria dan https://t.co/ZrMoxBx1zF"
2022-10-13 10:08:36+00:00,"para buruh batam tak terima di phk karena resesi global
#matakepri
#batamhits
#batamnews
#Graha #kepri #demo #batamcenter #beritaviral #beritaterkini https://t.co/c88KE55Dow"
2022-10-13 10:06:18+00:00,"Shm! Semua terlalu sibuk sama Resesi, ketika faktanya tahap terburuk dari Resesi adalah: STAGFLASI!"
2022-10-13 10:05:16+00:00,Bangun tidur nonton podcast om deddy bahas resesi nambah alesan buat ngelamun
2022-10-13 10:04:47+00:00,Kondisi ekonomi global yang mengalami ketidakpastian dan ancaman resesi yang kian mendekat menciptakan kekhawatiran bagi investor saham dalam berinvestasi. Akankah ancaman resesi juga berdampak terhadap saham defensif seperti sektor Consumer Goods yang merupakan incaran investor? https://t.co/GnJxSbLjK6
2022-10-13 10:04:26+00:00,"Manusia cuma bisa berencana uang yang menentukan. 

Patah hati terbesar tahun ini, enggak jadi dan gak bisa nonton konser ian ataupun eaj.

Manifesting tahun depan aman gada resesi apalah itu, dan eaj ataupun ian konser disini lagi. yaAllah kayanya muluk bgt permintaan gw. 😭💔"
2022-10-13 10:03:45+00:00,"Kaya blm udh mau resesi, Rese si"
2022-10-13 10:02:36+00:00,Yah keburu resesi
2022-10-13 10:02:29+00:00,efek resesi dah mulai keliatan dari mulai mengecilnya ukuran pangsit gacoan🙂
2022-10-13 10:00:51+00:00,"""Mantan Menteri Keuangan Chatib Basri yakin Indonesia tidak masuk ke dalam resesi global di tahun 2023 mendatang. Indonesia justru diuntungkan dari ekspor yang kecil.  https://t.co/JTPyAOGso0"
2022-10-13 10:00:07+00:00,"#NggakAcciCeng
SEMOGA PEMIMPIN DUNIA
MENEMUKAN JALAN TERBAIK

kita berharap
mereka
sang pemimpin dunia
dibawah kepemimpinan Indonesia
Presiden Jokowi
di Bali nanti; G20
bisa lahirkan ide sbg jalan terbaik
mengantisipasi resesi dunia
yang (mungkin) segera terjadi … https://t.co/8elyWVGPwU"
2022-10-13 10:00:01+00:00,"Presiden Jokowi perintahkan jajaran kementeriannya melakukan stress test untuk menguji kesiapan ekonomi Indonesia dalam menghadapi resesi di 2023
https://t.co/BhH6jgPnBB"
2022-10-13 09:59:34+00:00,"13)Karena sama seperti ketakutan terhadap resesi, narasi tersebut juga berbahaya untuk ekonomi.

Uang tidak boleh hanya beredar di pasar keuangan. Uang juga harus mampu menggerakkan ekonomi riil.

Konsumsi sama pentingnya dengan investasi."
2022-10-13 09:59:33+00:00,"11) Fundamental ekonomi Indonesia yang jauh lebih kuat dibanding negara-negara lain yang berpotensi mengalami resesi ke depan, justru bisa jadi akan memburuk ketika ketakutan terhadap resesi ini menyebar dan membuat orang-orang kembali menahan belanja seperti tahun 2020."
2022-10-13 09:59:32+00:00,"10) Jadi, bagaimana cara agar kita terhindar dari resesi?

#JanganTakutResesi

Tetaplah belanja, nabung, berinvestasi, dan berutang sesuai dengan kondisi dan tujuan keuangan kita."
2022-10-13 09:59:31+00:00,"8) Pemerintah juga mendorong agar orang-orang yang memiliki “uang nganggur” di bank untuk membelanjakan uangnya dengan memberi diskon pajak untuk pembelian rumah dan mobil. 

Ketika orang-orang mulai meningkatkan pengeluarannya, di situ lah momen kita untuk keluar dari resesi."
2022-10-13 09:59:31+00:00,"7) Mari belajar dari resesi tahun 2020. Apa yang membuat kita bisa pulih dengan cepat? 

Salah satu faktornya adalah karena di tengah penghematan kolektif, masih ada pelaku ekonomi yang justru giat membelanjakan uang. Siapa?

Pemerintah. https://t.co/gHN23ZSh4Y"
2022-10-13 09:59:30+00:00,"Jangankan isu resesi, isu kiamat 2012 bisa kita lewati🙏"
2022-10-13 09:59:29+00:00,"6) Berhemat dan menyisihkan penghasilan untuk tabungan, sesuatu yang sebenarnya baik dilakukan di level individu, ternyata justru berbahaya jika dilakukan secara bersamaan karena ketakutan terhadap resesi."
2022-10-13 09:59:28+00:00,"5) Resesi terjadi dan bisa terus terjadi justru ketika secara agregat pelaku ekonomi berusaha berhemat. 

Inilah yang disebut oleh John Maynard Keynes sebagai Paradox of Thrift atau Paradox of Saving. https://t.co/F6gh6BztT3"
2022-10-13 09:59:27+00:00,"4) Ketika resesi terjadi tahun 2020, pengangguran di Indonesia bertambah 2,7 juta orang (BPS). 

Di saat bersamaan, saldo simpanan bank dengan nominal di atas Rp 5 miliar justru meningkat 15% (LPS). 

Kebetulan? https://t.co/unVUOC3h8j"
2022-10-13 09:59:25+00:00,"2) Ketika resesi terjadi, konsumsi rumah tangga turun, efeknya pendapatan usaha juga turun, PHK mulai terjadi, lowongan pekerjaan baru tidak bertambah, dan akhirnya membuat konsumsi rumah tangga turun lebih dalam lagi."
2022-10-13 09:59:25+00:00,"1) Resesi adalah penurunan aktivitas ekonomi yang signifikan, menyebar luas, dan berlangsung lama. 

Indikasinya biasanya terlihat dari penurunan Gross Domestic Product (GDP) atau output ekonomi selama dua kuartal berturut-turut. Sesuatu yang telah kita alami di tahun 2020."
2022-10-13 09:59:24+00:00,"Apa itu resesi dan mengapa kita sebaiknya tidak takut pada resesi.

Sebuah utas 🧵

#JanganTakutResesi"
2022-10-13 09:58:55+00:00,@qshaharani Tindakan untuk melawan resesi dunia nih
2022-10-13 09:58:21+00:00,"Jangankan isu resesi, isu kiamat 2012 bisa kita lewati🙏🏻"
2022-10-13 09:58:09+00:00,"@prastow Argumen anda dikemas dg bhs eufemisme untuk nutup2i fakta bhw RI sudah masuk jurang resesi, gak usah liat angka2 statistik coba rasakan fakta lap di semua sektor: 
-infrastruktur=terbengkalai
-retail=banyak tutup
-inflasi=kian naik
Poor low purchasing power!"
2022-10-13 09:57:17+00:00,Siap menghadapi resesi https://t.co/b18Dj85Vt0
2022-10-13 09:56:45+00:00,"4 Tips Hadapi Resesi 2023, Boleh Hemat tapi Tetap Rajin Sedekah

#langit7id #cahayamenujukebaikan 

https://t.co/wvOhaaQhjQ"
2022-10-13 09:55:55+00:00,"""Kami anjurkan untuk orang-orang menanam cabai sendiri, sayur sendiri di rumah,"" ujar Luhut 

Hadapi Ancaman Resesi, Luhut Imbau Masyarakat Tanam Cabai dan Sayur di Rumah
https://t.co/8dbzjI4KnR"
2022-10-13 09:55:12+00:00,"shm! 

Sekarang kalian sudah merasakannya nih,

Para bandar dan investor besar minggat dari BBCA BBRI, menjadi pertanda bahwa Cash Is The King &amp; Queen. 

Resesi nanti, mereka siap nampung lagi di harga bawah https://t.co/s32IW8gQWv"
2022-10-13 09:54:30+00:00,"@geloraco Klo resesi ekonomi, problem rakyat bukan soal makan tp bayar tagihan primer spt rumah, listrik, air, SPP anak sekolah/kuliah, biaya kesehatan. 
Jd menurut gue jgn suruh rakyat tanam macam2, tp hilangkan beban tagihan primernya."
2022-10-13 09:54:02+00:00,TOLONG JANGAN RESESI DULUUU
2022-10-13 09:54:02+00:00,"Ekonomi dunia diperkirakan mengalami resesi pada tahun depan. Namun, analis menilai Indonesia tidak akan menanggung risiko resesi yang terlalu besar dibanding negara-negara lain. https://t.co/RQW6rlPqbO"
2022-10-13 09:53:05+00:00,"Market Outlook 2023: Apakah Indonesia Alami Potensi Resesi? Yuk, Persiapkan Dirimu https://t.co/8euDbRnejc"
2022-10-13 09:50:37+00:00,2 'Kuncian' Ini Bisa Bikin RI Selamat dari Resesi 2023 https://t.co/onvtT2onmJ
2022-10-13 09:50:19+00:00,ketemu temen buat refreshing eh malah bahas resesi &amp; thingz.. adulting is real
2022-10-13 09:48:44+00:00,pada siap siap gasih buat resesi global di 2023 🙃
2022-10-13 09:47:31+00:00,"Saat Indonesia terjadi Resesi, anda pasti akan tetap bangga serta terus mengingat akan pujian boss Rentenir tersebut bukan?"
